,level_0,index,CASEID,POINT_X,POINT_Y,YEAR_,LOCATION,CHPTYPE,DAYWEEK,CRASHSEV,VIOLCAT,KILLED,INJURED,WEATHER1,PEDCOL,BICCOL,MCCOL,TRUCKCOL,ETOH,TIMECAT,MONTH_,CRASHTYP,INVOLVE,PED,PRIMARYRD,SECONDRD,DISTANCE,DIRECT,INTERSECT_,PROCDATE,JURIS,DATE_,TIME_,BADGE,JURIDIST,SHIFT,POP,SPECIAL,BEATTYPE,LAPDDIV,BEATCLAS,BEATNUMB,WEATHER2,STATEHW,CALTRANC,CALTRAND,STROUTE,ROUTESUF,POSTPRE,POSTMILE,LOCATYPE,RAMP,SIDEHW,TOWAWAY,PARTIES,PCF,VIOLCODE,VIOL,VIOLSUB,HITRUN,ROADSURF,RDCOND1,RDCOND2,LIGHTING,RIGHTWAY,CHPRDTYP,NOTPRIV,STFAULT,CHPFAULT,SEVINJ,OTHERINJ,COP,PEDKILL,PEDINJ,BICKILL,BICINJ,MCKILL,MCINJURE,RAMP1,RAMP2,CITY,COUNTY,STATE,X_CHP,Y_CHP,AvgVAGE,VAGE_Minor,VAGE_Working,VAGE_Senior,MobilLimAge,F_M_VSEX,F_F_VSEX,F_A_PRACE,F_H_PRACE,F_W_PRACE,F_O_PRACE,F_B_PRACE,F_E_MOVEMENT,F_B_MOVEMENT,F_A_MOVEMENT,F_D_MOVEMENT,F_P_MOVEMENT,F_O_MOVEMENT,F_H_MOVEMENT,F_L_MOVEMENT,F_F_MOVEMENT,F_R_MOVEMENT,F_J_MOVEMENT,F_Q_MOVEMENT,F_G_MOVEMENT,F_C_MOVEMENT,F_M_MOVEMENT,F_N_MOVEMENT,F_K_MOVEMENT,F_I_MOVEMENT,F_A_VEHTYPE,F_I_VEHTYPE,F_L_VEHTYPE,F_D_VEHTYPE,F_C_VEHTYPE,F_N_VEHTYPE,F_F_VEHTYPE,F_J_VEHTYPE,F_G_VEHTYPE,F_B_VEHTYPE,F_M_VEHTYPE,F_E_VEHTYPE,F_H_VEHTYPE,PrimeModeClass
1155,1155,1155,3813464,-122.014290318,37.35312352,2008,4316,0,4,3,03,0,1,A,,,,,,2100,7,C,C,A,WOLFE RD,RT 82,30,N,N,2009-03-20,4316,2008-07-10,1900,15949,42,5,6,0,0,,0,004,-,Y,SCL,4,82,-,-,15.33,H,-,S,N,2,A,-,22350,,N,A,H,-,A,A,0,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,42.0,,1.0,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1156,1156,1156,3813500,-122.021926105,37.3868408203,2008,4316,0,5,3,09,0,1,A,,,,,,1500,7,D,C,A,MAUDE AV,BAYVIEW AV,171,E,N,2009-01-24,4316,2008-07-04,1442,14461,14,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,Y,2,A,-,21804,A,N,A,H,-,A,D,0,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,40.0,,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1157,1157,1157,3813504,-122.05608213,37.37388534,2008,4316,0,7,3,01,0,4,A,,,,,Y,2400,7,C,C,A,WEST EL CAMINO REAL,BERNARDO AV,63,E,N,2009-03-20,4316,2008-07-06,2313,13250,44,5,6,0,0,,0,004,-,Y,SCL,4,82,-,-,18.13,H,-,N,Y,3,A,-,23153,A,N,A,H,-,C,A,0,Y,A,01,0,1,3,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,43.25,,4.0,,,2.0,2.0,1.0,1.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,Motor Vehicle
1158,1158,1158,3813511,-122.017253059,37.3853149414,2008,4316,0,2,3,12,0,1,A,,,,,,1500,7,D,C,A,FAIR OAKS,MAUDE AV,0,,Y,2009-01-29,4316,2008-07-08,1252,15132,14,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,Y,5,A,-,21453,A,N,A,H,-,A,A,0,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,63.5,,1.0,1.0,1.0,2.0,,,,3.0,,,,3.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,Motor Vehicle
1159,1159,1159,3816055,-122.03199306,37.36769498,2008,4316,0,3,4,09,0,1,A,,,,Y,,1500,7,D,C,A,RT 82,SUNNYVALE AV,0,,Y,2009-03-20,4316,2008-07-30,1456,14298,52,5,6,0,0,,0,005,-,Y,SCL,4,82,-,-,16.762,I,5,N,Y,2,A,-,21453,C,N,A,H,-,A,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,57.0,,1.0,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,Motor Vehicle
1160,1160,1160,3817562,-121.97966646799999,37.4147058254,2008,4316,3,2,4,08,0,1,A,,,,,,1500,6,E,I,A,RT 237,LAWRENCE EXPWY,2640,E,N,2009-01-29,9340,2008-06-03,1431,18216,,2,6,0,1,,2,230,-,Y,SCL,4,237,-,M,5.1,H,-,E,Y,1,A,-,22107,,N,A,H,-,A,A,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,43.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
1161,1161,1161,3823806,-122.01332306100001,37.405904984,2008,4316,0,5,3,09,0,1,A,,,,,,1800,7,D,C,A,RT 237,PERSIAN DR,343,N,N,2009-03-11,4316,2008-07-18,1727,15148,,5,6,0,0,,0,001,-,Y,SCL,4,237,-,R,3.84,R,4,E,Y,2,A,-,21802,A,N,A,H,-,A,A,0,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,83.0,,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1162,1162,1162,3824084,-122.01535305899999,37.3880844116,2008,4316,0,6,4,09,0,1,A,,,,,,1800,7,D,C,A,CYPRESS AV,FAIR OAKS AV,0,,Y,2009-01-23,4316,2008-07-19,1540,10452,14,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,Y,2,A,-,21802,A,N,A,H,-,B,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,32.0,,1.0,,,1.0,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1163,1163,1163,3824100,-122.01791532799999,37.395866394,2008,4316,0,1,4,11,0,1,A,,Y,,,,2100,7,D,G,A,MORSE AV,AHWANEE,225,S,N,2009-01-22,4316,2008-07-21,2012,14395,14,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,N,2,A,-,21954,A,N,A,H,-,A,D,0,Y,L,04,0,0,1,0,0,0,1,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,8.0,1.0,,,1.0,1.0,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,Bicycle
1164,1164,1164,3827969,-122.05050306,37.3558158875,2008,4316,0,3,4,09,0,1,A,,,,,,2100,7,D,C,A,S MARY AV,TICONDEROGA DR,0,,Y,2009-02-03,4316,2008-07-02,1903,20278,51,5,6,0,0,,0,005,-,N,,0,0,,,0.0,,,,Y,2,A,-,21801,A,N,A,H,-,A,A,0,Y,A,07,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,46.0,,1.0,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1165,1165,1165,3827985,-122.013653839,37.353017977,2008,4316,0,6,4,03,0,1,A,,,,,,2400,7,C,C,A,E EL CAMINO REAL,S WOLFE RD,160,E,N,2009-03-20,4316,2008-07-05,2127,15020,42,5,6,0,0,,0,004,-,Y,SCL,4,82,-,-,15.29,H,-,N,Y,2,A,-,22350,,N,A,H,-,C,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,37.0,,1.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1166,1166,1166,3827997,-122.01332306100001,37.405904984,2008,4316,0,4,3,12,0,1,A,,,,,,1200,7,D,C,A,PERSIAN DR,FAIROAKS WY,300,E,N,2009-05-18,4316,2008-07-03,1124,14183,22,5,6,0,0,,0,002,-,Y,SCL,4,237,-,R,3.84,R,4,E,Y,2,A,-,22450,A,N,A,H,-,A,D,0,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,27.0,,1.0,,,1.0,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1167,1167,1167,3830002,-122.02935306100001,37.393863678,2008,4316,0,5,4,03,0,1,A,,,,,,1200,7,C,C,A,MATHILDA AV,SAN ALESO AV,0,,Y,2009-01-22,4316,2008-07-25,1104,12972,13,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,Y,2,A,-,22350,,N,A,H,-,A,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,35.0,,1.0,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1168,1168,1168,3830047,-122.05658139299999,37.374062553,2008,4316,0,7,4,03,0,1,A,,,,,,1800,7,C,C,A,RT 82,BERNARDO AV,90,W,N,2009-03-25,4316,2008-07-20,1532,10329,5,5,6,0,0,,0,051,-,Y,SCL,4,82,-,-,18.16,H,-,N,N,3,A,-,22350,,N,A,H,-,A,D,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,30.75,2.0,1.0,1.0,3.0,1.0,2.0,,2.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,Motor Vehicle
1169,1169,1169,3830051,-122.030338109,37.3430137634,2008,4316,0,1,3,01,0,1,A,,,,,Y,2400,7,A,I,A,HARWICK WY,BITTERN DR,16,W,N,2009-01-22,4316,2008-07-28,2242,14461,62,5,6,0,0,,0,006,-,N,,0,0,,,0.0,,,,Y,1,A,-,23152,A,N,A,H,-,C,D,0,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,21.0,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
1170,1170,1170,3830075,-122.028767983,37.3957481384,2008,4316,0,5,4,03,0,1,A,,,,,,2100,7,C,C,A,MATHILDA AV,AHWANEE AV,18,S,N,2009-01-22,4316,2008-07-25,1914,20277,13,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,N,2,A,-,22350,,N,A,H,-,A,A,0,Y,A,08,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,52.0,,1.0,,,1.0,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1171,1171,1171,3830079,-122.004208665,37.4032020569,2008,4316,0,5,3,03,0,1,A,,,Y,,,2400,7,E,I,A,TASMAN DR,TASMAN CT,1056,E,N,2009-01-22,4316,2008-07-25,2318,10452,21,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,Y,1,A,-,22350,,N,A,H,-,C,D,0,Y,C,02,0,1,0,0,0,0,0,0,1,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,31.0,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,Motor Vehicle
1172,1172,1172,3837454,-122.00700430100001,37.394434237,2008,4316,2,1,1,08,1,0,A,,,,,,2400,5,E,I,A,RT 101,AHWANEE,522,S,N,2008-09-15,9340,2008-05-19,2254,18259,,3,6,0,1,,2,120,-,Y,SCL,4,101,-,-,44.54,H,-,N,Y,1,A,-,22107,,N,A,H,-,D,D,1,Y,A,01,0,0,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,34.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
1173,1173,1173,3837993,-122.027773055,37.3376350403,2008,4316,0,2,1,03,1,1,A,,,Y,,,1200,9,D,C,A,HOMESTEAD RD,CANARY DR,0,,Y,2009-07-01,4316,2008-09-30,928,14374,62,5,6,0,0,,0,006,-,N,,0,0,,,0.0,,,,Y,2,A,-,22350,,N,A,H,-,A,D,0,Y,C,02,0,1,0,0,0,0,0,1,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,50.5,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,Motor Vehicle
1174,1174,1174,3843998,-122.02401314299999,37.398012746999996,2008,4316,2,4,3,03,0,1,A,,,,Y,,900,8,F,A,A,RT 101,MATHILDA AV,275,S,N,2009-05-14,9340,2008-08-28,800,18680,,1,6,0,1,,2,120,-,Y,SCL,4,101,-,-,45.63,H,-,S,Y,2,A,-,22350,,N,A,H,-,A,D,1,Y,G,25,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,51.0,,1.0,,,1.0,,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,Motor Vehicle
1175,1175,1175,3845015,-121.991405073,37.389942568,2008,4316,2,3,4,07,0,1,A,,,,Y,,600,8,F,A,A,RT 101,LAWRENCE EXPWY,600,S,N,2009-03-24,9340,2008-08-27,510,18684,,3,6,0,1,,2,120,-,Y,SCL,4,101,-,-,43.74,H,-,N,Y,2,A,-,21658,A,F,A,H,-,D,D,1,Y,-,99,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,30.0,,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,Motor Vehicle
1176,1176,1176,3848803,-122.00517805,37.352302583000004,2008,4316,0,6,4,03,0,1,A,,,,,,1500,8,C,C,A,RT 82,HENDERSON AV,76,E,N,2009-04-21,4316,2008-08-02,1330,56593,43,5,6,0,0,,0,004,-,Y,SCL,4,82,-,-,14.82,H,-,N,N,2,A,-,22350,,N,A,H,-,A,A,0,Y,A,08,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,49.0,,1.0,,,,1.0,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1177,1177,1177,3848862,-122.01315305799999,37.3883934021,2008,4316,0,5,4,05,0,1,-,,Y,,,,900,8,D,G,A,JOHANNA AV,DUANE AV,0,,Y,2009-03-23,4316,2008-08-01,654,20281,26,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,N,2,A,-,21650,1,N,A,H,-,A,D,0,Y,L,04,0,0,1,0,0,0,1,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,22.0,,1.0,,,1.0,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,Bicycle
1178,1178,1178,3849046,-122.01353647299999,37.3935699463,2008,4316,0,4,4,08,0,1,A,,,,,,1800,7,B,C,A,FAIR OAKS AV,AHWANEE,75,N,N,2009-05-01,4316,2008-07-31,1740,14025,14,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,Y,3,A,-,22107,,N,A,H,-,A,D,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,24.5,1.0,1.0,,1.0,,2.0,,1.0,1.0,,,,2.0,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1179,1179,1179,3849054,-122.009013377,37.3882827759,2008,4316,0,4,4,09,0,1,A,,,,,,1800,7,D,C,A,DUANE AV,SAN LUISITO WY,3,W,N,2009-02-24,4316,2008-07-31,1733,14231,26,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,Y,3,A,-,21801,A,N,A,H,-,A,A,0,Y,A,07,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,25.0,,1.0,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,Motor Vehicle
1180,1180,1180,3850894,-121.99146543799999,37.389768525,2008,4316,2,3,4,08,0,1,A,,,,,,900,8,B,C,A,RT 101,LAWRENCE EXPWY,200,S,N,2009-03-24,9340,2008-08-20,845,01856,,1,6,0,1,,2,120,-,Y,SCL,4,101,-,-,43.75,H,-,S,Y,2,A,-,22107,,N,A,H,-,A,D,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,19.5,1.0,1.0,,1.0,,2.0,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1181,1181,1181,3851295,-121.99599833399999,37.3815422058,2008,4316,4,1,3,03,0,1,A,,,Y,,,300,8,F,A,A,LAWRENCE EXPWY,ARQUES AV,400,N,N,2009-03-14,9340,2008-08-04,10,18301,,3,6,0,2,,2,610,-,N,,0,0,,,0.0,,,,N,1,A,-,22350,,N,A,H,-,C,D,0,Y,C,02,0,1,0,0,0,0,0,0,1,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,20.0,,1.0,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,Motor Vehicle
1182,1182,1182,3852803,-122.01202305700001,37.3809356689,2008,4316,0,7,3,12,0,1,A,,,,,,2400,9,D,C,A,WOLFE RD,ARQUES AV,0,,Y,2009-04-15,4316,2008-09-21,2329,16650,27,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,Y,2,A,-,21453,A,N,A,H,-,C,A,0,Y,A,07,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,34.0,,1.0,,,1.0,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1183,1183,1183,3852901,-122.02287846700001,37.4106407166,2008,4316,0,3,4,21,0,1,A,,,,,,1500,9,B,C,A,BORDEAUX DR,JAVA DR,750,S,N,2009-04-16,4316,2008-09-17,1350,14298,,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,N,2,A,-,22106,,N,A,H,-,A,D,0,Y,I,11,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,22.0,,1.0,,,1.0,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,Motor Vehicle
1184,1184,1184,3853054,-122.04354306299999,37.3866844177,2008,4316,0,4,3,09,0,1,A,,,,,,2400,7,D,C,A,MARY,CENTRAL EXPWY,0,,Y,2009-01-22,4316,2008-07-24,2223,10546,13,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,Y,2,A,-,21800,A,N,A,H,-,C,A,0,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,43.666666666666664,,3.0,,,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1185,1185,1185,3853058,-122.013932107,37.365978241,2008,4316,0,3,3,08,0,1,A,,,,,,300,7,E,I,A,S WOLFE RD,REED AV,240,S,N,2009-01-21,4316,2008-07-30,109,20282,41,5,6,0,0,,0,004,-,N,,0,0,,,0.0,,,,Y,1,A,-,22107,,N,A,H,-,C,D,0,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,54.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,Motor Vehicle
1186,1186,1186,3853062,-122.01373562399999,37.3762359619,2008,4316,0,5,4,03,0,2,A,,,,,,1200,7,C,C,A,WOLFE RD,KIFER RD,350,N,N,2009-01-22,4316,2008-07-25,938,14374,27,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,Y,4,A,-,22350,,N,A,H,-,A,D,0,Y,A,07,0,0,2,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,29.0,,2.0,,,1.0,1.0,2.0,1.0,1.0,,,,4.0,,,,,,,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,Motor Vehicle
1187,1187,1187,3853895,-122.01815085700001,37.396741415,2008,4316,2,5,4,03,0,1,A,,,,,,1800,6,-,-,A,RT 101,FAIR OAKS AV,1056,N,N,2009-01-21,9340,2008-06-20,1600,18671,,2,6,0,1,,2,120,-,Y,SCL,4,101,-,-,45.03,H,-,S,Y,4,A,-,22350,,N,A,H,-,A,-,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,32.0,,1.0,,,1.0,,3.0,1.0,,,,,1.0,3.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,Motor Vehicle
1188,1188,1188,3855614,-121.99530319,37.4100524324,2008,4316,3,7,2,03,0,1,A,,,Y,,,1200,7,E,I,A,RT 237,LAWRENCE EXPWY,200,W,N,2009-03-11,9340,2008-07-06,939,01546,,1,6,0,1,,2,220,-,Y,SCL,4,237,-,R,4.731,R,3,W,Y,1,A,-,22350,,N,A,H,-,-,D,1,Y,C,02,1,0,0,0,0,0,0,0,1,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,21.0,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,Motor Vehicle
1189,1189,1189,3856165,-122.03243559999999,37.365398407,2008,4316,0,4,4,08,0,1,A,,,,,,2400,8,D,C,A,SUNNYVALE SARATOGA RD,MATHILDA AV,460,N,N,2009-03-20,4316,2008-08-14,2124,15020,61,5,6,0,0,,0,006,-,N,,0,0,,,0.0,,,,Y,2,A,-,22107,,N,A,H,-,C,D,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,40.0,,2.0,,,,2.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1190,1190,1190,3857164,-122.02987306,37.3776245117,2008,4316,0,1,4,08,0,1,A,,Y,,,,2100,8,D,G,A,EVELYN AV,MURPHY AV,0,,Y,2009-03-24,4316,2008-08-11,1830,15949,34,5,6,0,0,,0,003,-,N,,0,0,,,0.0,,,,N,2,A,-,22107,,N,A,H,-,A,D,0,Y,A,01,0,0,1,0,0,0,1,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,29.0,,1.0,,,1.0,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,Bicycle
1191,1191,1191,3857169,-122.01424996200001,37.3914031982,2008,4316,0,7,3,08,0,1,A,,,,,,1200,8,A,C,A,FAIR OAKS AV,CALIENTE DR,60,N,N,2009-03-23,4316,2008-08-10,1124,14378,21,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,Y,3,A,-,22107,,F,A,H,-,A,D,0,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,60.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,2.0,,,1.0,,,,,,,,,,Motor Vehicle
1192,1192,1192,3857171,-122.042273062,37.3784866333,2008,4316,0,2,4,09,0,1,A,,,,,,900,8,D,C,A,SUNSET AV,WASHINGTON AV,0,,Y,2009-03-24,4316,2008-08-12,858,12972,33,5,6,0,0,,0,003,-,N,,0,0,,,0.0,,,,Y,2,A,-,21802,A,N,A,H,-,A,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,59.0,,1.0,,,1.0,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1193,1193,1193,3857173,-122.009106255,37.3882827759,2008,4316,0,3,4,03,0,1,A,,,,,,1800,8,C,C,A,E DUANE AV,SAN LUISITO WY,30,W,-,2009-03-23,4316,2008-08-06,1709,15020,26,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,Y,3,A,-,22350,,N,A,H,-,A,D,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,15.666666666666666,2.0,1.0,,2.0,1.0,,,1.0,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,Motor Vehicle
1194,1194,1194,3857179,-121.999853056,37.3841133118,2008,4316,0,1,3,12,0,1,A,,,,,,900,8,D,C,A,STEWART DR,SANTA TRINITA AV,0,,Y,2009-03-24,4316,2008-08-11,800,14378,27,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,Y,2,A,-,21453,A,N,A,H,-,A,A,0,Y,A,07,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,42.0,,1.0,,,1.0,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1195,1195,1195,3857815,-122.014276816,37.350440979,2008,4316,0,1,4,03,0,3,A,,,,,Y,1200,8,C,C,A,WOLFE,ELEANOR,50,N,N,2009-03-19,4316,2008-08-11,912,12743,61,5,6,0,0,,0,006,-,N,,0,0,,,0.0,,,,N,6,A,-,22350,,F,A,H,-,A,D,0,Y,A,01,0,0,3,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,43.25,,4.0,,,2.0,2.0,,,3.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,Motor Vehicle
1196,1196,1196,3857823,-122.04848306299999,37.371794979,2008,4316,0,2,3,12,0,1,A,,,,,,1500,8,D,C,A,RT 82,MARY AV,0,,Y,2009-03-27,4316,2008-08-12,1327,10329,51,5,6,0,0,,0,005,-,Y,SCL,4,82,-,-,17.69,I,5,S,Y,2,A,-,21453,A,N,A,H,-,A,A,0,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,85.0,,,1.0,1.0,1.0,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
